chemsys,source,n_points,dip_method,dip_cell_length,E_min,E_expected,delta_E,left_x,right_x,baseline_slope
Nb-S,Nb11S12_1173629_POSCAR,35,local_max_drop,8.2983767111,-0.5331113709531,-0.24035459000463522,-0.2927567809484648,7.153773,14.021395,0.03391934
Nb-S,Nb11S12_684971_POSCAR,35,local_max_drop,12.3614413043,-0.62660388622397,-0.29275123200919667,-0.33385265421477334,10.595521,17.306018,0.02842043
Nb-S,Nb14S5_683941_POSCAR,35,local_max_drop,4.9286324035,-1.697372122885,-0.6131697306997568,-1.0842023921852433,4.248821,8.327689,0.1422477
Nb-S,Nb21S8_31381_POSCAR,35,local_max_drop,4.8525851872,-0.63820988505848,-0.23027525068769067,-0.4079346343707893,4.183263,8.199196,0.05460963
Nb-S,Nb25S48_684620_POSCAR,35,local_max_drop,17.3510431702,-0.5727554200181,-0.31948895248434,-0.25326646753376,14.957796,29.31728,0.02231149
Nb-S,Nb3S4_12627_POSCAR,35,local_max_drop,14.0282615965,-0.14673216623859,-0.07085148220670083,-0.07588068403188918,12.093329,23.702925,0.0059669
Nb-S,Nb3S5_1220657_POSCAR,35,local_max_drop,8.4320013552,-0.14474915475805,-0.07979358889198908,-0.06495556586606092,7.268967,14.247175,0.0114743
Nb-S,Nb3S5_32983_POSCAR,35,local_max_drop,11.4546519347,-0.2894586224019,-0.1594816760526032,-0.12997694634929682,9.8747,19.354412,0.01687899
Nb-S,Nb5S8_1220654_POSCAR,35,local_max_drop,8.446288338,-0.35313464259937,-0.1891193065257848,-0.1640153360735852,7.281283,14.271315,0.02703021
Nb-S,Nb7S8_1220475_POSCAR,35,local_max_drop,9.7697431405,-0.18533070466347,-0.08989918443298701,-0.09543152023048297,8.422192,16.507497,0.01107708
Nb-S,NbS2_1874_POSCAR,35,global_gradient_fallback,4.8885806195,-0.020940987081839,-0.01917053649172071,-0.0017704505901182874,2.697148,8.260016,0.00508165
Nb-S,NbS2_555293_POSCAR,35,global_gradient_fallback,4.8868475776,-0.020914209527265,-0.018843150765238636,-0.0020710587620263628,2.696192,8.257087,0.0049863
Nb-S,NbS6_1210578_POSCAR,35,global_gradient_fallback,13.880345081,-0.0045492506463924,-0.004474031839770445,-7.521880662195515e-05,7.658121,23.452997,0.00029141
